transaction_id,date,region,product_category,revenue,material_cost,shipping_cost
102782,10/8/2024,North America,Edge Hardware Platforms,13719.04,5271.09,1641.69
102783,10/8/2024,Europe,Enterprise Cloud Software,14382.35,1960.73,755.04
102784,10/8/2024,North America,Edge Hardware Platforms,13508.23,5015.44,1499.7
102785,10/8/2024,Europe,Edge Hardware Platforms,12667.69,5552.9,1446.48
102786,10/8/2024,Europe,Enterprise Cloud Software,9939.23,1567.22,499.06
102787,10/8/2024,North America,Enterprise Cloud Software,12589.34,1744.22,613.1
102788,10/8/2024,North America,Enterprise Cloud Software,6526.83,1054.76,341.48
102789,10/8/2024,Europe,Enterprise Cloud Software,10102.27,1521.65,514.25
102790,10/8/2024,North America,SaaS Subscriptions,4792.63,520.15,86.46
102791,10/9/2024,Europe,Enterprise Cloud Software,12566.02,2010.25,676.13
102792,10/9/2024,Europe,SaaS Subscriptions,2092.49,192.81,38.44
102793,10/9/2024,Europe,Enterprise Cloud Software,9963.64,1486.39,479.32
102794,10/9/2024,APAC,Enterprise Cloud Software,8524.63,1348.81,386.2
102795,10/9/2024,Europe,SaaS Subscriptions,7593.61,816.51,146.39
102796,10/9/2024,Europe,Enterprise Cloud Software,7578.7,1044.55,364.93
102797,10/9/2024,APAC,Edge Hardware Platforms,21237.96,8382,2527.61
102798,10/10/2024,APAC,SaaS Subscriptions,2109.23,195.25,42.15
102799,10/10/2024,Europe,Edge Hardware Platforms,11794.23,4854.37,1448.25
102800,10/10/2024,North America,Edge Hardware Platforms,14444.14,5369.66,1758.65
102801,10/10/2024,APAC,Enterprise Cloud Software,8553.36,1220.54,407.69
102802,10/10/2024,Europe,Edge Hardware Platforms,10776.09,4704.52,1175.79
102803,10/10/2024,APAC,SaaS Subscriptions,5146.94,477.33,104.28
102804,10/10/2024,Europe,SaaS Subscriptions,5305.37,521.06,113.29
102805,10/10/2024,APAC,Edge Hardware Platforms,27487.74,11212.22,3423.73
102806,10/10/2024,Europe,Edge Hardware Platforms,16420.27,6667.5,2007.53
102807,10/10/2024,North America,Edge Hardware Platforms,25244.94,10265.04,2816.86
102808,10/10/2024,APAC,SaaS Subscriptions,4796.85,451.76,104.53
102809,10/11/2024,Europe,Edge Hardware Platforms,11951.58,4341.05,1506.83
102810,10/11/2024,Europe,SaaS Subscriptions,2583.53,276.73,51.46
102811,10/11/2024,APAC,SaaS Subscriptions,7495.95,719.29,163.41
102812,10/11/2024,North America,Enterprise Cloud Software,9316.16,1489.19,463.33
102813,10/11/2024,APAC,Edge Hardware Platforms,14188.57,6184.95,1553.06
102814,10/11/2024,APAC,Edge Hardware Platforms,20002.96,7876.93,2242.81
102815,10/11/2024,North America,Enterprise Cloud Software,7038.86,989.75,351.17
102816,10/11/2024,APAC,Edge Hardware Platforms,27864.13,11450.03,3470.31
102817,10/11/2024,Europe,Edge Hardware Platforms,23786.78,8695.89,3059.85
102818,10/11/2024,APAC,Enterprise Cloud Software,12680.32,1716.65,598.16
102819,10/12/2024,North America,Enterprise Cloud Software,7250.92,1094.95,376.74
102820,10/12/2024,APAC,Enterprise Cloud Software,9279.86,1286.8,457.61
102821,10/12/2024,Europe,Edge Hardware Platforms,27856.61,11822.56,3434.2
102822,10/12/2024,APAC,Edge Hardware Platforms,26377.1,10685.42,3181.22
102823,10/12/2024,Europe,Enterprise Cloud Software,11903.78,1940.74,620.66
102824,10/12/2024,North America,Edge Hardware Platforms,26191.63,11437.59,3061.38
102825,10/12/2024,APAC,SaaS Subscriptions,2739.72,292.92,52.87
102826,10/12/2024,Europe,Edge Hardware Platforms,23261.08,9751.91,2758.33
102827,10/12/2024,APAC,SaaS Subscriptions,6712.53,665.65,121.83
102828,10/12/2024,Europe,SaaS Subscriptions,3142.7,344.6,66.72
102829,10/12/2024,Europe,Edge Hardware Platforms,21740.52,9080.01,2568.11
102830,10/12/2024,APAC,Edge Hardware Platforms,25425.06,10764.94,2802.09
102831,10/12/2024,North America,SaaS Subscriptions,3556.3,361.46,70.33
102832,10/12/2024,North America,Enterprise Cloud Software,13271.25,2033.56,666.73
102833,10/13/2024,North America,Edge Hardware Platforms,29785.12,12556.45,3904.53
102834,10/13/2024,APAC,SaaS Subscriptions,6239.18,656.42,125.36
102835,10/13/2024,APAC,SaaS Subscriptions,7063.31,730.77,135.74
102836,10/13/2024,North America,SaaS Subscriptions,5516.72,529.4,102.59
102837,10/13/2024,APAC,SaaS Subscriptions,6887.05,708.69,134.05
102838,10/13/2024,North America,Enterprise Cloud Software,13336.08,1835.35,684.24
102839,10/13/2024,Europe,Edge Hardware Platforms,28534.26,10344.5,3611.34
102840,10/13/2024,North America,Enterprise Cloud Software,9298.18,1272.85,491.79
102841,10/13/2024,Europe,Enterprise Cloud Software,5405.01,829.02,286.8
102842,10/13/2024,Europe,Edge Hardware Platforms,25996.59,10628.46,2947.86
102843,10/13/2024,Europe,Edge Hardware Platforms,24682.14,10111.53,3239.82
102844,10/13/2024,North America,SaaS Subscriptions,5230.04,540.99,96.22
102845,10/13/2024,North America,Edge Hardware Platforms,24138.22,8767.27,2923.58
102846,10/13/2024,North America,SaaS Subscriptions,7383.78,667.65,158.27
102847,10/14/2024,North America,Edge Hardware Platforms,18842.07,7770.82,2188.84
102848,10/14/2024,North America,Edge Hardware Platforms,12911.36,5506.58,1502.48
102849,10/14/2024,Europe,SaaS Subscriptions,4979.74,502.38,108.69
102850,10/14/2024,APAC,Enterprise Cloud Software,9732.15,1597.42,474.19
102851,10/14/2024,North America,Enterprise Cloud Software,6143.23,965.77,323.75
102852,10/14/2024,APAC,Edge Hardware Platforms,14867.05,5399.85,1957.25
102853,10/14/2024,North America,Edge Hardware Platforms,28119.1,11439.07,3181.87
102854,10/14/2024,APAC,SaaS Subscriptions,2520.07,270.26,49.3
102855,10/14/2024,Europe,SaaS Subscriptions,7840.28,746.73,147.8
102856,10/14/2024,North America,Edge Hardware Platforms,10272.09,4036.44,1127.48
102857,10/14/2024,Europe,Enterprise Cloud Software,13352.17,1886.56,644.68
102858,10/14/2024,APAC,Edge Hardware Platforms,14380.77,5259.79,1800.13
102859,10/14/2024,North America,Edge Hardware Platforms,18905.9,7329.44,2246.57
102860,10/15/2024,North America,Enterprise Cloud Software,5550.48,796.28,288.04
102861,10/15/2024,APAC,SaaS Subscriptions,2155.09,236.63,41.57
102862,10/15/2024,APAC,Enterprise Cloud Software,5628.98,823.8,301.65
102863,10/15/2024,North America,Enterprise Cloud Software,14098.04,2300.1,636.18
102864,10/15/2024,Europe,Edge Hardware Platforms,17494.09,6954.39,2068.55
102865,10/15/2024,Europe,Edge Hardware Platforms,19311.91,8036.17,2418.75
102866,10/15/2024,Europe,Enterprise Cloud Software,11406.39,1804.36,586.07
102867,10/15/2024,Europe,Enterprise Cloud Software,11451.37,1660.97,620.61
102868,10/15/2024,Europe,Enterprise Cloud Software,9729.27,1560.55,470.46
102869,10/15/2024,Europe,Edge Hardware Platforms,25090.59,9381.66,3050.1
102870,10/15/2024,APAC,SaaS Subscriptions,5936.87,651.12,120.42
102871,10/16/2024,Europe,Enterprise Cloud Software,9017.16,1341.32,482.29
102872,10/16/2024,APAC,Edge Hardware Platforms,16945.54,6353.95,1971.55
102873,10/16/2024,Europe,Enterprise Cloud Software,9268.87,1358.85,488.06
102874,10/16/2024,APAC,Edge Hardware Platforms,16832.05,6642.84,1875.77
102875,10/16/2024,North America,Enterprise Cloud Software,6305.86,885.26,296.54
102876,10/16/2024,North America,Edge Hardware Platforms,29808.03,12827.44,3251.89
102877,10/16/2024,Europe,SaaS Subscriptions,2808.05,300.33,57.2
102878,10/16/2024,APAC,SaaS Subscriptions,6062.21,625.36,114.29
102879,10/16/2024,North America,Edge Hardware Platforms,13731.6,5055.88,1582.65
102880,10/16/2024,APAC,Enterprise Cloud Software,7926.38,1170.9,397.16
102881,10/17/2024,Europe,Edge Hardware Platforms,24174.09,9458.52,3098.91
102882,10/17/2024,Europe,Edge Hardware Platforms,20718.72,8926,2362.94
102883,10/17/2024,North America,Edge Hardware Platforms,19854.98,8560.22,2309.4
102884,10/17/2024,North America,SaaS Subscriptions,4786.22,480.17,92.52
102885,10/17/2024,North America,Edge Hardware Platforms,12396.81,5334.87,1570.69
102886,10/17/2024,North America,Edge Hardware Platforms,22052.66,8264.52,2526.28
102887,10/17/2024,Europe,Edge Hardware Platforms,22774.47,9168.52,2879.65
102888,10/17/2024,APAC,Edge Hardware Platforms,25739.8,9954.64,3324.29
102889,10/17/2024,Europe,SaaS Subscriptions,5277.67,498.05,106.45
102890,10/17/2024,North America,Edge Hardware Platforms,19515.88,8331.11,2425.31
102891,10/17/2024,Europe,Enterprise Cloud Software,14842.5,2378.51,785.02
102892,10/18/2024,Europe,Enterprise Cloud Software,10384.76,1447.39,524.75
102893,10/18/2024,Europe,Edge Hardware Platforms,19970.9,8588.53,2208.89
102894,10/18/2024,APAC,Enterprise Cloud Software,5367.08,754.44,282.58
102895,10/18/2024,Europe,SaaS Subscriptions,5148.25,465.63,107.43
102896,10/18/2024,North America,Edge Hardware Platforms,13362.05,5179.61,1687.23
102897,10/18/2024,APAC,Edge Hardware Platforms,26588,9977.5,3386.58
102898,10/18/2024,Europe,Enterprise Cloud Software,8025.04,1115.1,391.86
102899,10/18/2024,North America,Edge Hardware Platforms,29890.1,10789.15,3616.17
102900,10/19/2024,North America,Edge Hardware Platforms,17765.96,6758.34,2088.91
102901,10/19/2024,APAC,SaaS Subscriptions,5815.7,614.38,117.08
102902,10/19/2024,Europe,SaaS Subscriptions,4630.51,422.88,101.07
102903,10/19/2024,APAC,Edge Hardware Platforms,29647.9,11492.8,3466.76
102904,10/19/2024,Europe,Enterprise Cloud Software,11985.71,1673.03,552.3
102905,10/19/2024,Europe,Edge Hardware Platforms,12133.1,5303.79,1477.31
102906,10/19/2024,North America,Edge Hardware Platforms,26004.68,10450.2,2925.93
102907,10/19/2024,North America,Edge Hardware Platforms,16748.29,6908.22,2180.73
102908,10/19/2024,North America,SaaS Subscriptions,7522.77,812.76,164.06
102909,10/19/2024,APAC,Edge Hardware Platforms,18196.92,7266.67,2346.36
102910,10/20/2024,Europe,Edge Hardware Platforms,20333.09,8311.67,2549.16
102911,10/20/2024,North America,Edge Hardware Platforms,27683.89,10004.71,3259.07
102912,10/20/2024,APAC,Edge Hardware Platforms,19174.58,8408.5,2162.58
102913,10/20/2024,North America,SaaS Subscriptions,7210.79,717.05,144.63
102914,10/20/2024,APAC,Edge Hardware Platforms,15302.98,5529.75,1828.9
102915,10/20/2024,APAC,SaaS Subscriptions,7737.36,832.47,157.22
102916,10/20/2024,Europe,Edge Hardware Platforms,24796.43,9994.24,2729.98
102917,10/20/2024,APAC,Edge Hardware Platforms,17266.68,7085.65,2144.04
102918,10/20/2024,North America,SaaS Subscriptions,3739.62,350.53,73.39
102919,10/20/2024,Europe,SaaS Subscriptions,6855.69,745.95,127.26
102920,10/20/2024,North America,Edge Hardware Platforms,15805.95,6737.2,1961.96
102921,10/20/2024,APAC,Enterprise Cloud Software,9857.84,1479.04,467.18
102922,10/20/2024,Europe,Edge Hardware Platforms,18934.43,7365.85,2052.61
102923,10/20/2024,Europe,Edge Hardware Platforms,10026.4,3856.51,1149.9
102924,10/20/2024,North America,Enterprise Cloud Software,10076.84,1569.7,516.96
102925,10/21/2024,APAC,Edge Hardware Platforms,23395.74,8925.72,2757.12
102926,10/21/2024,Europe,Edge Hardware Platforms,28614.16,11988.47,3477.93
102927,10/21/2024,APAC,Edge Hardware Platforms,22946.41,8712.97,2695.67
102928,10/21/2024,Europe,SaaS Subscriptions,3893.28,367.17,79.32
102929,10/21/2024,North America,Edge Hardware Platforms,24062.77,9345.91,3114.31
102930,10/21/2024,Europe,Edge Hardware Platforms,14191.57,5582.78,1826.43
102931,10/21/2024,North America,Edge Hardware Platforms,16361.53,6087.94,1880.81
102932,10/21/2024,North America,SaaS Subscriptions,6446.47,620.94,135.72
102933,10/21/2024,North America,Edge Hardware Platforms,15006.69,5539.66,1939.02
102934,10/22/2024,Europe,Enterprise Cloud Software,14310.22,2226.48,648.85
102935,10/22/2024,APAC,Enterprise Cloud Software,10792.21,1608.03,530.96
102936,10/22/2024,APAC,Edge Hardware Platforms,11506.88,5013.91,1496.96
102937,10/22/2024,Europe,Edge Hardware Platforms,11857.19,5018.67,1302.06
102938,10/22/2024,North America,Edge Hardware Platforms,13202.56,4761.09,1559.94
102939,10/22/2024,North America,Enterprise Cloud Software,5769.11,814.33,300.89
102940,10/22/2024,APAC,Edge Hardware Platforms,20131.08,7299.78,2207.65
102941,10/22/2024,North America,Edge Hardware Platforms,24791.02,10124.66,2910.74
102942,10/22/2024,North America,Edge Hardware Platforms,17275.72,7236.53,2078.47
102943,10/22/2024,Europe,SaaS Subscriptions,7526.18,757.9,150.87
102944,10/22/2024,North America,SaaS Subscriptions,4747.52,439.39,93.67
102945,10/22/2024,North America,Edge Hardware Platforms,21225.51,8214.71,2328.85
102946,10/23/2024,APAC,SaaS Subscriptions,4201.21,442.04,83.78
102947,10/23/2024,North America,Enterprise Cloud Software,8450.51,1175.69,464.63
102948,10/23/2024,North America,Edge Hardware Platforms,19041.87,7313.04,2317.63
102949,10/23/2024,North America,Edge Hardware Platforms,16648.95,6781.24,2084.04
102950,10/23/2024,APAC,SaaS Subscriptions,5649.85,552.37,113.07
102951,10/23/2024,APAC,SaaS Subscriptions,2622.69,256.23,55.35
102952,10/24/2024,APAC,Edge Hardware Platforms,26849.04,10203.49,3472.13
102953,10/24/2024,APAC,Edge Hardware Platforms,16930.82,7297.4,2087.76
102954,10/24/2024,APAC,Edge Hardware Platforms,12913.04,4992.01,1535.7
102955,10/24/2024,Europe,Edge Hardware Platforms,20921.09,8940.34,2344.89
102956,10/24/2024,North America,SaaS Subscriptions,5362.75,545.22,106.78
102957,10/24/2024,Europe,Enterprise Cloud Software,10468.67,1726.44,530.35
102958,10/24/2024,North America,Edge Hardware Platforms,17929.51,6675.05,2307.54
102959,10/24/2024,North America,SaaS Subscriptions,4650.78,487.66,93.89
102960,10/24/2024,North America,Edge Hardware Platforms,29158.25,12292.27,3571.78
102961,10/24/2024,APAC,Enterprise Cloud Software,5623.41,764.58,293.02
102962,10/24/2024,APAC,Edge Hardware Platforms,28100.53,11685.27,3285.03
102963,10/25/2024,APAC,Enterprise Cloud Software,10429.88,1506.29,497.65
102964,10/25/2024,Europe,Enterprise Cloud Software,14163.65,2084.62,733.31
102965,10/25/2024,Europe,Edge Hardware Platforms,28068,10623.47,3089.31
102966,10/25/2024,North America,SaaS Subscriptions,7839.72,753.01,162.86
102967,10/25/2024,North America,Enterprise Cloud Software,11892.74,1629.03,590.89
102968,10/26/2024,North America,Edge Hardware Platforms,27406.58,11567.47,3015.16
102969,10/26/2024,APAC,Edge Hardware Platforms,24877.24,9234.51,3087.2
102970,10/26/2024,North America,Edge Hardware Platforms,10337.26,3846.79,1139.27
102971,10/26/2024,North America,Enterprise Cloud Software,11919.1,1619.46,609.99
102972,10/26/2024,North America,SaaS Subscriptions,7598.56,718.14,155.45
102973,10/26/2024,North America,SaaS Subscriptions,5137.92,466.85,99.52
102974,10/26/2024,North America,Edge Hardware Platforms,23398.53,9303.05,2742.53
102975,10/26/2024,North America,Enterprise Cloud Software,6001.43,955.58,278.18
102976,10/26/2024,Europe,Edge Hardware Platforms,14519.57,5969.83,1727.37
102977,10/26/2024,Europe,Edge Hardware Platforms,19825.35,7618.46,2407.14
102978,10/26/2024,Europe,Enterprise Cloud Software,9658.72,1320.64,452.65
102979,10/27/2024,APAC,Enterprise Cloud Software,10261.75,1424.75,510.49
102980,10/27/2024,Europe,Edge Hardware Platforms,11389.74,4542.17,1358.28
102981,10/27/2024,North America,SaaS Subscriptions,4506.75,483.49,83.1
102982,10/27/2024,North America,Enterprise Cloud Software,9084.11,1256.78,448.85
102983,10/27/2024,North America,Enterprise Cloud Software,11421.79,1867.77,537.64
102984,10/27/2024,Europe,Edge Hardware Platforms,19962.41,8620.04,2618.94
102985,10/27/2024,North America,Edge Hardware Platforms,23244.25,9118.51,2687.1
102986,10/27/2024,APAC,Edge Hardware Platforms,12289.29,4542.01,1599.34
102987,10/27/2024,North America,Edge Hardware Platforms,14535.16,5273.57,1590.6
102988,10/27/2024,North America,Enterprise Cloud Software,10966.39,1693.4,534.44
102989,10/27/2024,Europe,Edge Hardware Platforms,18604.57,7303.39,2201.79
102990,10/27/2024,APAC,Edge Hardware Platforms,16304.2,6826.71,1890.09
102991,10/27/2024,North America,Edge Hardware Platforms,25020.48,9763.31,3224.14
102992,10/27/2024,North America,Edge Hardware Platforms,29964.88,11943.93,3815.29
102993,10/28/2024,APAC,Enterprise Cloud Software,7712.2,1218.78,390.44
102994,10/28/2024,Europe,Enterprise Cloud Software,7811.53,1176.73,373.17
102995,10/28/2024,North America,Enterprise Cloud Software,6557.26,1036.48,342.21
102996,10/28/2024,North America,Enterprise Cloud Software,10604.55,1534.25,564.51
102997,10/28/2024,APAC,SaaS Subscriptions,5377.59,521.85,109.83
102998,10/28/2024,North America,Enterprise Cloud Software,5170.94,761.3,244.49
102999,10/28/2024,North America,Edge Hardware Platforms,29901.9,11189.9,3621.54
103000,10/28/2024,North America,SaaS Subscriptions,3750.53,403.43,71.76
103001,10/28/2024,APAC,Enterprise Cloud Software,7927.89,1116.04,377.71
103002,10/28/2024,APAC,Edge Hardware Platforms,18117.59,7930.46,2158.83
103003,10/28/2024,APAC,Enterprise Cloud Software,14046.38,1902.09,708.68
103004,10/29/2024,North America,Edge Hardware Platforms,28347.24,11256.65,3131.95
103005,10/29/2024,Europe,Edge Hardware Platforms,21553.16,8515.5,2336.71
103006,10/29/2024,APAC,Edge Hardware Platforms,19472.62,8497.26,2175.88
103007,10/29/2024,North America,SaaS Subscriptions,3564.99,377.83,68.04
103008,10/29/2024,North America,Edge Hardware Platforms,13933.73,5860.91,1719.27
103009,10/29/2024,APAC,Edge Hardware Platforms,13615.52,5773.15,1680.18
103010,10/29/2024,Europe,SaaS Subscriptions,5442.94,540.59,111.83
103011,10/29/2024,North America,Enterprise Cloud Software,11165.88,1585.73,511.39
103012,10/29/2024,North America,Edge Hardware Platforms,17242.98,7245.24,2017.5
103013,10/29/2024,Europe,Edge Hardware Platforms,23011.5,8939.76,3017.51
103014,10/29/2024,APAC,SaaS Subscriptions,7521.8,744.53,151.53
103015,10/30/2024,Europe,Edge Hardware Platforms,29485.99,11427.28,3643.21
103016,10/30/2024,North America,SaaS Subscriptions,7080.54,671.47,147.04
103017,10/30/2024,North America,SaaS Subscriptions,4093.94,436.56,78.91
103018,10/30/2024,Europe,SaaS Subscriptions,7260.5,676.73,146.59
103019,10/30/2024,North America,Edge Hardware Platforms,16703.66,6462.26,2021.5
103020,10/31/2024,North America,Enterprise Cloud Software,6712.83,1075.03,303.53
103021,10/31/2024,North America,Edge Hardware Platforms,21722.21,9180.22,2734.99
103022,10/31/2024,North America,SaaS Subscriptions,3362.19,339.81,69.18
103023,10/31/2024,North America,SaaS Subscriptions,4928.94,449.29,107.2
103024,10/31/2024,Europe,Edge Hardware Platforms,20503.52,8750.47,2230.68
103025,10/31/2024,North America,Edge Hardware Platforms,11532.07,4802.79,1354.42
103026,10/31/2024,North America,Enterprise Cloud Software,12198.3,1951.9,597.11
103027,11/1/2024,APAC,Edge Hardware Platforms,19013.34,6964.6,2359.02
103028,11/1/2024,North America,Edge Hardware Platforms,29583.53,11909.08,3347.02
103029,11/1/2024,Europe,Edge Hardware Platforms,20662.81,8228.93,2565.7
103030,11/1/2024,Europe,SaaS Subscriptions,6955.18,662.79,145.38
103031,11/1/2024,North America,Edge Hardware Platforms,12951.15,5153.06,1644.47
103032,11/1/2024,North America,SaaS Subscriptions,5864.9,574.47,115.5
103033,11/1/2024,APAC,Enterprise Cloud Software,11933.63,1864.26,647.1
103034,11/1/2024,Europe,Edge Hardware Platforms,28050.45,11958.76,3511.99
103035,11/1/2024,North America,Edge Hardware Platforms,22637.79,9095.41,2618.37
103036,11/1/2024,North America,Edge Hardware Platforms,15718.35,5951.6,1848.08
103037,11/1/2024,APAC,Edge Hardware Platforms,14329.84,5292.76,1719.23
103038,11/1/2024,APAC,Edge Hardware Platforms,14642.98,5783.05,1882
103039,11/2/2024,North America,Edge Hardware Platforms,24957.85,10096.58,3224.33
103040,11/2/2024,North America,Edge Hardware Platforms,25058.97,9324.91,2947.29
103041,11/2/2024,Europe,Edge Hardware Platforms,16442.25,6822.11,1860.95
103042,11/2/2024,Europe,SaaS Subscriptions,5391.19,551.13,98.53
103043,11/2/2024,APAC,Enterprise Cloud Software,11150.51,1832.85,568.17
103044,11/2/2024,Europe,Edge Hardware Platforms,11207.32,4749.75,1219.8
103045,11/2/2024,Europe,Enterprise Cloud Software,13623.05,1903.54,683.1
103046,11/2/2024,Europe,Edge Hardware Platforms,16815.27,6682.81,1941.73
103047,11/2/2024,Europe,Edge Hardware Platforms,21324.1,8082.56,2808.98
103048,11/2/2024,Europe,Enterprise Cloud Software,9770.67,1573,441.81
103049,11/2/2024,Europe,Edge Hardware Platforms,13391.16,5696.57,1564.8
103050,11/2/2024,North America,SaaS Subscriptions,5831.15,629.56,119.65
103051,11/2/2024,Europe,SaaS Subscriptions,2328.44,245.7,47.63
103052,11/2/2024,North America,Edge Hardware Platforms,11649.16,4879.55,1410.9
103053,11/2/2024,APAC,Enterprise Cloud Software,11060.33,1563.35,565.63
103054,11/3/2024,North America,Enterprise Cloud Software,6813.13,987.31,343.26
103055,11/3/2024,APAC,Edge Hardware Platforms,24112.07,9370.29,3039.06
103056,11/3/2024,Europe,Edge Hardware Platforms,13875.38,5332.08,1705.32
103057,11/3/2024,Europe,SaaS Subscriptions,3409.04,311.8,69.4
103058,11/3/2024,APAC,Edge Hardware Platforms,22954.23,8688.47,2786.72
103059,11/3/2024,APAC,SaaS Subscriptions,2630.71,255.51,54.08
103060,11/3/2024,North America,Edge Hardware Platforms,20560.68,7876.49,2622.55
103061,11/3/2024,North America,SaaS Subscriptions,6898.22,718.52,125.86
103062,11/3/2024,APAC,Edge Hardware Platforms,14580.5,5706.51,1668.7
103063,11/3/2024,APAC,SaaS Subscriptions,7581.35,801.92,150.3
103064,11/3/2024,North America,Enterprise Cloud Software,6516.83,986.64,353.21
103065,11/3/2024,APAC,Enterprise Cloud Software,11973.15,1830.85,597.33
103066,11/3/2024,Europe,Edge Hardware Platforms,28889.7,12030.71,3643.02
103067,11/4/2024,North America,Edge Hardware Platforms,25333.45,11022.68,2995.83
103068,11/4/2024,APAC,Edge Hardware Platforms,15904.56,6666.26,2022.37
103069,11/4/2024,North America,Edge Hardware Platforms,19895.54,7459.27,2592.23
103070,11/4/2024,Europe,Enterprise Cloud Software,6840.3,1119.28,358.31
103071,11/4/2024,Europe,Enterprise Cloud Software,13952.99,2069.4,719.93
103072,11/4/2024,APAC,Enterprise Cloud Software,9822.76,1340.69,491.09
103073,11/4/2024,North America,SaaS Subscriptions,4390.95,450.85,94.15
103074,11/4/2024,APAC,Edge Hardware Platforms,19115.15,6997.28,2070.28
103075,11/4/2024,Europe,Enterprise Cloud Software,8803.79,1189.46,450.33
103076,11/4/2024,Europe,Enterprise Cloud Software,7963.68,1211.19,410.66
103077,11/4/2024,Europe,SaaS Subscriptions,2674.64,245.24,48.62
103078,11/4/2024,Europe,Edge Hardware Platforms,12610.43,5184.35,1506.27
103079,11/5/2024,Europe,Edge Hardware Platforms,21408.99,9415.44,2815.95
103080,11/5/2024,Europe,Edge Hardware Platforms,19242.3,7586.61,2323.58
103081,11/5/2024,North America,SaaS Subscriptions,4941.38,527.94,98.34
103082,11/5/2024,Europe,Edge Hardware Platforms,22496.14,8995.53,2627.79
103083,11/5/2024,APAC,Enterprise Cloud Software,9869.23,1389.89,529.09
103084,11/5/2024,North America,Edge Hardware Platforms,13311.27,5223.25,1724.94
103085,11/5/2024,North America,Edge Hardware Platforms,14090.21,5541.11,1704.56
103086,11/5/2024,Europe,Edge Hardware Platforms,22802.63,8704.71,2682.34
103087,11/5/2024,North America,Edge Hardware Platforms,26741.99,10053.36,3017.42
103088,11/6/2024,North America,SaaS Subscriptions,3468.87,338.31,66.62
103089,11/6/2024,North America,Edge Hardware Platforms,17573.81,7303.52,2242.81
103090,11/6/2024,Europe,Enterprise Cloud Software,11189.22,1529.14,572.48
103091,11/6/2024,Europe,Enterprise Cloud Software,13193.46,2141.73,700.98
103092,11/6/2024,North America,Edge Hardware Platforms,28296.3,10912.56,3612.89
103093,11/6/2024,North America,Enterprise Cloud Software,12597.12,1988.37,666.26
103094,11/6/2024,APAC,Enterprise Cloud Software,7319.85,1186.63,342.37
103095,11/6/2024,Europe,Edge Hardware Platforms,11663.87,4465.18,1405.37
103096,11/6/2024,APAC,Edge Hardware Platforms,22437.66,8967.94,2584.11
103097,11/6/2024,North America,Edge Hardware Platforms,10570.37,3983.81,1251.32
103098,11/6/2024,Europe,Enterprise Cloud Software,10890.6,1649.82,498.58
103099,11/6/2024,APAC,Enterprise Cloud Software,13548.34,1829.15,729.21
103100,11/6/2024,North America,Edge Hardware Platforms,17233.82,7221.96,2027.42
103101,11/7/2024,APAC,Enterprise Cloud Software,14221.2,1941.61,708.12
103102,11/7/2024,Europe,Edge Hardware Platforms,14344.67,6035.19,1819.24
103103,11/7/2024,APAC,Edge Hardware Platforms,20125.03,7829.65,2297.67
103104,11/7/2024,APAC,Edge Hardware Platforms,18562.99,7282.15,2322.3
103105,11/7/2024,APAC,Edge Hardware Platforms,19431.65,8206.69,2397.54
103106,11/7/2024,North America,Enterprise Cloud Software,5379.17,799.91,286.49
103107,11/7/2024,North America,Edge Hardware Platforms,28189.54,12035.59,3494.41
103108,11/8/2024,Europe,SaaS Subscriptions,6166.88,598.03,132.81
103109,11/8/2024,Europe,Edge Hardware Platforms,27927.8,11055.87,3456.5
103110,11/8/2024,Europe,Edge Hardware Platforms,11669.04,4921.01,1273.65
103111,11/8/2024,Europe,SaaS Subscriptions,4081.81,375.69,77.27
103112,11/8/2024,Europe,SaaS Subscriptions,5073.7,468.07,104.07
103113,11/8/2024,Europe,Edge Hardware Platforms,24430.28,9429.74,3101.13
103114,11/8/2024,North America,Enterprise Cloud Software,13791.81,2088.83,659.96
103115,11/8/2024,APAC,Edge Hardware Platforms,14414.01,5897.8,1857.8
103116,11/9/2024,North America,Edge Hardware Platforms,22383.19,9527.8,2513.08
103117,11/9/2024,Europe,Enterprise Cloud Software,11961.75,1959.49,559.14
103118,11/9/2024,North America,Edge Hardware Platforms,24647.9,9552.29,3054.92
103119,11/9/2024,APAC,Edge Hardware Platforms,24220.45,9459.48,3145.61
103120,11/9/2024,North America,Enterprise Cloud Software,8642.24,1335.27,463.37
103121,11/9/2024,North America,SaaS Subscriptions,6876.94,699.65,144.71
103122,11/9/2024,North America,Enterprise Cloud Software,13628,2043.44,646.78
103123,11/10/2024,APAC,Edge Hardware Platforms,28031.71,11202.53,3660.78
103124,11/10/2024,APAC,Edge Hardware Platforms,28677.87,11065.27,3348.87
103125,11/10/2024,North America,Edge Hardware Platforms,24438.48,10310.14,2727.23
103126,11/10/2024,Europe,Enterprise Cloud Software,11621.27,1623.94,628.03
103127,11/10/2024,North America,Enterprise Cloud Software,13509.06,2009.53,611.15
103128,11/10/2024,Europe,Enterprise Cloud Software,14853.45,2267.28,706.51
103129,11/10/2024,Europe,Enterprise Cloud Software,12998.91,2115.7,698.62
103130,11/10/2024,North America,Edge Hardware Platforms,10701.75,4410.32,1293.18
103131,11/10/2024,Europe,SaaS Subscriptions,3007.27,271.24,55.01
103132,11/10/2024,North America,Enterprise Cloud Software,10028.44,1448.33,469.38
103133,11/10/2024,APAC,Enterprise Cloud Software,11876.05,1727.7,595.21
