TRANSACTION_ID,DATE,QUARTER,REGION,PRODUCT_CATEGORY,REVENUE,MATERIAL_COST,SHIPPING_COST
100536,27-06-2024,Q2,Europe,Edge Hardware Platforms,17434.79,6278.41,2008.4
100537,28-06-2024,Q2,Europe,SaaS Subscriptions,7082.36,640.75,152.94
100538,29-06-2024,Q3,APAC,Edge Hardware Platforms,19159.92,7507.63,2208.56
100539,30-06-2024,Q4,North America,Enterprise Cloud Software,7466.04,1116.34,391.78
100540,01-07-2024,Q3,Europe,Enterprise Cloud Software,14577.9,2380.3,770.47
100541,02-07-2024,Q3,APAC,Edge Hardware Platforms,29255.37,10708.88,3416.33
100542,03-07-2024,Q4,North America,Enterprise Cloud Software,6408.03,984.74,338.43
100543,04-07-2024,Q2,Europe,Enterprise Cloud Software,13111.24,2020.16,640.9
100544,05-07-2024,Q2,Europe,Enterprise Cloud Software,8451.92,1373.64,404.89
100545,06-07-2024,Q1,Europe,SaaS Subscriptions,6246.33,569.94,116.11
100546,07-07-2024,Q1,North America,Edge Hardware Platforms,18953.47,7026.85,2482.72
100547,08-07-2024,Q2,Europe,Enterprise Cloud Software,10006.04,1554.82,457.9
100548,09-07-2024,Q3,APAC,Edge Hardware Platforms,20937.19,7839.4,2491.66
100549,10-07-2024,Q3,Europe,SaaS Subscriptions,4888,527.68,101.17
100550,11-07-2024,Q3,North America,SaaS Subscriptions,5163.4,505.17,106.55
100551,12-07-2024,Q4,North America,Edge Hardware Platforms,19964.72,7836.83,2612.83
100552,13-07-2024,Q4,Europe,Enterprise Cloud Software,9589.63,1559.1,448.42
100553,14-07-2024,Q2,North America,Enterprise Cloud Software,5141.9,822.1,269.03
100554,15-07-2024,Q1,North America,Edge Hardware Platforms,17904.12,7810.35,2349.19
100555,16-07-2024,Q4,North America,SaaS Subscriptions,6638.53,638.63,125.66
100556,17-07-2024,Q3,Europe,Edge Hardware Platforms,29203.36,12297.14,3753.36
100557,18-07-2024,Q4,Europe,SaaS Subscriptions,6706.53,654.15,135.53
100558,19-07-2024,Q3,North America,SaaS Subscriptions,3067.33,307.63,65.13
100559,20-07-2024,Q3,North America,Enterprise Cloud Software,9027.64,1461.03,406.28
100560,21-07-2024,Q3,APAC,Enterprise Cloud Software,14900.86,2438.46,744.25
100561,22-07-2024,Q2,Europe,Edge Hardware Platforms,22708.87,8340.01,2470.34
100562,23-07-2024,Q1,North America,Edge Hardware Platforms,15510.96,6355.82,2044.63
100563,24-07-2024,Q2,North America,Edge Hardware Platforms,18312.08,7833.57,2374.23
100564,25-07-2024,Q2,APAC,SaaS Subscriptions,2165.12,231.23,45.48
100565,26-07-2024,Q1,North America,SaaS Subscriptions,2889.07,299.28,54.6
100566,27-07-2024,Q4,Europe,Edge Hardware Platforms,21266.49,8383.25,2463.34
100567,28-07-2024,Q4,APAC,Enterprise Cloud Software,9301.03,1507.82,497.22
100568,29-07-2024,Q3,Europe,Edge Hardware Platforms,26463.22,11408.59,3203.85
100569,30-07-2024,Q3,North America,Enterprise Cloud Software,7956.95,1215.93,360.67
100570,31-07-2024,Q3,Europe,Edge Hardware Platforms,15904.84,6844.8,1893.31
100571,01-08-2024,Q1,North America,SaaS Subscriptions,2285.85,238.95,48.22
100572,02-08-2024,Q1,North America,SaaS Subscriptions,5093.96,505.66,92.62
100573,03-08-2024,Q4,Europe,Enterprise Cloud Software,6278.67,991.82,282.54
100574,04-08-2024,Q3,Europe,Edge Hardware Platforms,11092.69,4856.89,1258.21
100575,05-08-2024,Q2,North America,Edge Hardware Platforms,14608.33,5260.72,1833.41
100576,06-08-2024,Q2,APAC,Enterprise Cloud Software,11630.47,1828.97,622.05
100577,07-08-2024,Q3,Europe,Edge Hardware Platforms,16505.9,6883.12,2106.2
100578,08-08-2024,Q1,North America,Edge Hardware Platforms,28038.8,11903.47,3690.93
100579,09-08-2024,Q1,APAC,Edge Hardware Platforms,21812.76,9006.08,2396.85
100580,10-08-2024,Q4,Europe,Edge Hardware Platforms,13346.43,5638.21,1628.41
100581,11-08-2024,Q3,Europe,Edge Hardware Platforms,17234.21,7513.02,2122.77
100582,12-08-2024,Q4,North America,Edge Hardware Platforms,25614.64,10673.09,2872.17
100583,13-08-2024,Q4,APAC,Edge Hardware Platforms,13180.5,4934.99,1454.57
100584,14-08-2024,Q2,APAC,Enterprise Cloud Software,6251.25,1003.41,302.85
100585,15-08-2024,Q2,North America,Enterprise Cloud Software,6421.7,908.04,331.69
100586,16-08-2024,Q1,North America,Enterprise Cloud Software,12647.19,1961.98,624.18
100587,17-08-2024,Q1,Europe,Edge Hardware Platforms,19650.01,7870.49,2304.82
100588,18-08-2024,Q1,APAC,Enterprise Cloud Software,12821.71,1778.77,679.24
100589,19-08-2024,Q1,Europe,SaaS Subscriptions,2585.09,261.56,51.71
100590,20-08-2024,Q3,Europe,Edge Hardware Platforms,20814.69,8208.64,2402.27
100591,21-08-2024,Q2,Europe,Enterprise Cloud Software,14615.13,2286.28,796.89
100592,22-08-2024,Q2,North America,SaaS Subscriptions,6852.74,709.55,140.48
100593,23-08-2024,Q1,North America,SaaS Subscriptions,5009.09,457.92,96.43
100594,24-08-2024,Q1,APAC,SaaS Subscriptions,7891.43,809.34,149.86
100595,25-08-2024,Q4,North America,Enterprise Cloud Software,5197.96,762.65,243.86
100596,26-08-2024,Q4,APAC,Edge Hardware Platforms,27559.69,11256.49,3139.91
100597,27-08-2024,Q3,North America,Enterprise Cloud Software,8334.63,1294.59,381.07
100598,28-08-2024,Q3,North America,Edge Hardware Platforms,29640.99,12531.88,3723.02
100599,29-08-2024,Q2,North America,Edge Hardware Platforms,25705.38,10490.06,3387.16
100600,30-08-2024,Q2,North America,SaaS Subscriptions,7488.39,675.67,148.27
100601,31-08-2024,Q1,North America,SaaS Subscriptions,2679.82,262.82,56.15
100602,01-09-2024,Q2,Europe,Edge Hardware Platforms,16930.48,6633.51,1935.88
100603,02-09-2024,Q3,North America,Edge Hardware Platforms,15370.68,5886.92,1902.31
100604,03-09-2024,Q2,APAC,Edge Hardware Platforms,11539.59,4224.03,1509.77
100605,03-09-2024,Q2,North America,Enterprise Cloud Software,10990.45,1689.34,565.84
100606,04-09-2024,Q4,North America,Enterprise Cloud Software,14650.15,2088.04,758.3
100607,05-09-2024,Q3,Europe,Edge Hardware Platforms,16258.15,6205.54,1989.09
100608,06-09-2024,Q2,APAC,SaaS Subscriptions,2635.43,245.35,57.4
100609,07-09-2024,Q2,Europe,SaaS Subscriptions,3215.8,327.21,66.9
100610,08-09-2024,Q4,Europe,Edge Hardware Platforms,10307.9,4191.54,1175.87
100611,09-09-2024,Q4,Europe,SaaS Subscriptions,4394.21,469.28,82.41
100612,10-09-2024,Q2,Europe,SaaS Subscriptions,2611.36,235.46,51.53
100613,11-09-2024,Q3,North America,Edge Hardware Platforms,28290.97,11167.06,3231.09
100614,11-09-2024,Q1,Europe,Edge Hardware Platforms,10181.08,4145.29,1249.41
100615,12-09-2024,Q1,Europe,Edge Hardware Platforms,14080.49,5805.66,1797.25
100616,13-09-2024,Q3,North America,SaaS Subscriptions,2177.02,211.43,39.32
100617,14-09-2024,Q3,North America,SaaS Subscriptions,4129.16,406.7,77.88
100618,15-09-2024,Q3,Europe,Edge Hardware Platforms,17444.01,6744.6,2254.45
100619,16-09-2024,Q2,North America,Edge Hardware Platforms,15666.1,6625.84,1841.37
100620,17-09-2024,Q2,Europe,Enterprise Cloud Software,14876.6,2138.43,784.11
100621,18-09-2024,Q1,Europe,Enterprise Cloud Software,12997.19,1884.7,697.32
100622,19-09-2024,Q1,APAC,SaaS Subscriptions,2210.05,233.71,43.42
100623,20-09-2024,Q4,APAC,Edge Hardware Platforms,26672.86,10667.93,3223.16
100624,21-09-2024,Q4,North America,Edge Hardware Platforms,18387.79,7355.23,2332.35
100625,22-09-2024,Q2,Europe,Enterprise Cloud Software,10902.33,1605.14,541.79
100626,23-09-2024,Q2,North America,Enterprise Cloud Software,7810.38,1221.46,352.36
100627,24-09-2024,Q3,Europe,SaaS Subscriptions,2671.28,268.01,56.49
100628,25-09-2024,Q3,Europe,Edge Hardware Platforms,26529.76,10497.72,3378.31
100629,26-09-2024,Q1,North America,SaaS Subscriptions,4659.84,470.96,88.63
100630,27-09-2024,Q1,Europe,Enterprise Cloud Software,13726.36,2194.07,647.34
100631,28-09-2024,Q2,APAC,Edge Hardware Platforms,22644.33,8828.61,2593.14
100632,29-09-2024,Q4,North America,Edge Hardware Platforms,28071.17,10279.98,3590.1
100633,30-09-2024,Q4,North America,Edge Hardware Platforms,25889.71,11152,3010.32
100634,01-10-2024,Q4,Europe,Edge Hardware Platforms,10265.02,3938.44,1221.75
100635,02-10-2024,Q4,Europe,Edge Hardware Platforms,17696.07,7063.39,2093.63
100636,03-10-2024,Q3,Europe,SaaS Subscriptions,5191.33,549.18,99.61
100637,04-10-2024,Q2,North America,Enterprise Cloud Software,6657.48,1076.69,315.67
100638,05-10-2024,Q1,North America,Enterprise Cloud Software,7223.61,1087.71,368.96
100639,06-10-2024,Q1,North America,Enterprise Cloud Software,8910.33,1265.5,420.53
100640,07-10-2024,Q3,APAC,Edge Hardware Platforms,21137.57,8312.6,2500.46
100641,08-10-2024,Q3,Europe,Edge Hardware Platforms,24042.92,8985.69,2885.22
100642,09-10-2024,Q2,Europe,SaaS Subscriptions,5788.51,582.61,106.87
100643,10-10-2024,Q2,Europe,Enterprise Cloud Software,8372.07,1166.11,434.68
100644,11-10-2024,Q4,North America,Edge Hardware Platforms,27913.5,10505.11,3354.85
100645,12-10-2024,Q4,Europe,Enterprise Cloud Software,12927.58,1772,643.05
100646,13-10-2024,Q3,Europe,Edge Hardware Platforms,23772.63,9039.82,2573.14
100647,14-10-2024,Q3,Europe,SaaS Subscriptions,6928.33,740.41,138.15
100648,15-10-2024,Q3,North America,Edge Hardware Platforms,19025.88,7128.53,2445.19
100649,16-10-2024,Q2,APAC,Edge Hardware Platforms,11513.99,4502.27,1465.56
100650,17-10-2024,Q4,APAC,Enterprise Cloud Software,5669.74,914.65,277.22
100651,18-10-2024,Q4,Europe,SaaS Subscriptions,2399.39,247.06,43.9
100652,19-10-2024,Q2,North America,SaaS Subscriptions,4600.83,505.83,93.1
100653,20-10-2024,Q1,North America,Enterprise Cloud Software,8505.21,1243.26,388.58
100654,21-10-2024,Q3,North America,Edge Hardware Platforms,24454.76,10088.53,3057.1
100655,22-10-2024,Q2,North America,Enterprise Cloud Software,11616.84,1736.95,523.38
100656,23-10-2024,Q2,APAC,Edge Hardware Platforms,20968.38,7660.11,2650.33
100657,24-10-2024,Q1,Europe,Edge Hardware Platforms,25034.94,10620.83,3015.01
100658,25-10-2024,Q1,North America,Edge Hardware Platforms,22409.48,9398.09,2511.59
100659,26-10-2024,Q2,North America,SaaS Subscriptions,6499.87,703.06,136.72
100660,28-10-2024,Q2,Europe,Edge Hardware Platforms,27051.7,10910.81,3413.88
100661,29-10-2024,Q3,North America,Edge Hardware Platforms,24255.55,9481.42,2962.19
100662,30-10-2024,Q4,North America,Edge Hardware Platforms,27230.27,11695.16,3414.25
100663,31-10-2024,Q4,Europe,Edge Hardware Platforms,21693.36,8041.56,2573.97
100664,01-11-2024,Q2,Europe,SaaS Subscriptions,4586.52,463.18,92.34
100665,02-11-2024,Q1,Europe,Edge Hardware Platforms,14500.84,5833.66,1853.53
100666,03-11-2024,Q3,Europe,Enterprise Cloud Software,11547.09,1844.22,526.91
100667,04-11-2024,Q4,APAC,Edge Hardware Platforms,25217.03,9456.83,2776.93
100668,05-11-2024,Q2,Europe,Edge Hardware Platforms,18646.92,6759.36,2130.03
100669,06-11-2024,Q2,North America,SaaS Subscriptions,3460.38,350.01,62.83
100670,07-11-2024,Q2,Europe,Edge Hardware Platforms,27958.38,12051.44,3237.78
100671,08-11-2024,Q1,APAC,SaaS Subscriptions,6952.49,743.2,132.07
100672,09-11-2024,Q1,Europe,Enterprise Cloud Software,5949.18,981.42,287.15
100673,10-11-2024,Q3,Europe,SaaS Subscriptions,7148.14,785.96,135.57
100674,11-11-2024,Q4,North America,Edge Hardware Platforms,12601.61,4559.19,1469.98
100675,12-11-2024,Q4,APAC,Edge Hardware Platforms,16255.56,6702.94,1846.12
100676,13-11-2024,Q4,North America,SaaS Subscriptions,6236.95,599.86,115.57
100677,14-11-2024,Q3,Europe,Enterprise Cloud Software,14384.14,2120.86,705.16
100678,15-11-2024,Q1,North America,Enterprise Cloud Software,11383.22,1787.05,589.21
100679,16-11-2024,Q1,North America,Edge Hardware Platforms,21389.69,9186.29,2504.71
100680,17-11-2024,Q1,North America,Edge Hardware Platforms,22661.45,9008.9,2688.41
100681,18-11-2024,Q4,Europe,SaaS Subscriptions,4767,518.64,95.42
100682,19-11-2024,Q4,APAC,SaaS Subscriptions,4174.59,447.82,76.98
100683,20-11-2024,Q2,APAC,Edge Hardware Platforms,11087.81,4563.08,1456.74
100684,21-11-2024,Q2,North America,Edge Hardware Platforms,24955.89,10601.78,2943.09
100685,22-11-2024,Q3,North America,Enterprise Cloud Software,10797.26,1604.34,588.32
100686,23-11-2024,Q4,North America,Edge Hardware Platforms,22193.95,9232.04,2843.39
100687,24-11-2024,Q2,APAC,SaaS Subscriptions,5215.61,520.36,102.27
100688,25-11-2024,Q1,North America,Edge Hardware Platforms,15540.25,6739.88,1895.86
100689,26-11-2024,Q1,Europe,Edge Hardware Platforms,11039.79,4002.36,1304.46
100690,27-11-2024,Q4,North America,Edge Hardware Platforms,27619.46,11893.86,3419.76
100691,28-11-2024,Q2,North America,SaaS Subscriptions,7316.56,687.27,153.28
100692,29-11-2024,Q2,APAC,Enterprise Cloud Software,7005.53,991.19,363.67
100693,30-11-2024,Q2,Europe,Edge Hardware Platforms,28815.47,12162.23,3200.55
100694,01-12-2024,Q1,North America,Edge Hardware Platforms,17919.23,7410.4,2318.85
100695,02-12-2024,Q1,North America,Edge Hardware Platforms,25788.19,10142.43,2889.18
100696,03-12-2024,Q4,Europe,Enterprise Cloud Software,14423.83,1979.59,712.31
100697,04-12-2024,Q3,Europe,SaaS Subscriptions,2996.13,276.51,54.03
100698,05-12-2024,Q2,North America,Enterprise Cloud Software,11305.81,1600.8,511.08
100699,06-12-2024,Q3,APAC,Edge Hardware Platforms,17073.93,6559.78,2243.67
100700,07-12-2024,Q3,North America,SaaS Subscriptions,6660.82,609.66,146.18
100701,08-12-2024,Q1,North America,Enterprise Cloud Software,13293.14,2076.39,680.24
100702,09-12-2024,Q2,North America,Edge Hardware Platforms,25611.12,9842.1,2957.59
100703,10-12-2024,Q4,North America,Enterprise Cloud Software,13754.06,2039.07,754.3
100704,11-12-2024,Q2,APAC,Enterprise Cloud Software,9186.07,1366.45,479.97
100705,12-12-2024,Q3,Europe,Edge Hardware Platforms,25540.99,10956.48,2950.83
100706,13-12-2024,Q1,Europe,SaaS Subscriptions,7936.71,855.5,154.65
100707,14-12-2024,Q3,North America,Edge Hardware Platforms,24832.83,9918.37,2969.92
100708,15-12-2024,Q3,APAC,Edge Hardware Platforms,27195.89,10675.59,3151.39
100709,16-12-2024,Q4,Europe,Edge Hardware Platforms,12520.04,4703.95,1638.06
100710,17-12-2024,Q2,North America,Edge Hardware Platforms,21586.29,8616.6,2665.34
100711,18-12-2024,Q1,North America,Edge Hardware Platforms,17443.47,7202.99,1943.02
100712,19-12-2024,Q4,Europe,Enterprise Cloud Software,7786.43,1102.26,364.63
100713,20-12-2024,Q2,APAC,Enterprise Cloud Software,14271.24,2341.88,723.73
100714,21-12-2024,Q3,North America,Edge Hardware Platforms,25954.65,10106.51,2857.31
100715,22-12-2024,Q4,Europe,SaaS Subscriptions,6775.56,633.53,140.19
100716,23-12-2024,Q1,North America,Enterprise Cloud Software,13740.72,1957.92,654.5
100717,24-12-2024,Q1,North America,SaaS Subscriptions,6755.57,692.76,141.87
100718,25-12-2024,Q4,North America,Edge Hardware Platforms,13990.11,5365.43,1590.54
100719,26-12-2024,Q3,APAC,SaaS Subscriptions,5659.65,614.02,119.66
100720,27-12-2024,Q2,Europe,Enterprise Cloud Software,12725.16,1986.07,650.92
100721,28-12-2024,Q2,APAC,Edge Hardware Platforms,24081.67,10471.04,2818.02
100722,29-12-2024,Q1,Europe,Edge Hardware Platforms,23487.99,9889.18,2562.33
100723,30-12-2024,Q1,Europe,Enterprise Cloud Software,11700.33,1743.93,617.02
100724,31-12-2024,Q1,North America,Edge Hardware Platforms,15569.41,6667.42,2028.4
100725,01-01-2023,Q3,APAC,Edge Hardware Platforms,25074.68,9459.17,2910.27
100726,02-01-2023,Q3,Europe,Edge Hardware Platforms,28299.32,10615.96,3682.78
100727,03-01-2023,Q2,Europe,Edge Hardware Platforms,13996.83,5101.03,1702.62
100728,04-01-2023,Q1,North America,Edge Hardware Platforms,27129.87,11579.17,3533.84
100729,05-01-2023,Q1,North America,Edge Hardware Platforms,24988.52,9857.7,2751.27
100730,06-01-2023,Q4,North America,Edge Hardware Platforms,15850.33,6127.36,1823.59
100731,07-01-2023,Q3,North America,Edge Hardware Platforms,21945.85,9047.63,2471.44
100732,08-01-2023,Q3,North America,Edge Hardware Platforms,21992.55,8808.16,2560.15
100733,09-01-2023,Q2,North America,SaaS Subscriptions,2061.71,215.08,42.94
100734,10-01-2023,Q2,Europe,SaaS Subscriptions,3871.28,374.74,70.91
100735,11-01-2023,Q2,Europe,Enterprise Cloud Software,8433.87,1349.73,458.42
100736,12-01-2023,Q4,North America,Edge Hardware Platforms,28572.61,10427.42,3149.18
100737,13-01-2023,Q1,North America,Edge Hardware Platforms,13009.45,5690.93,1544.5
100738,14-01-2023,Q1,North America,Enterprise Cloud Software,5600.96,908.16,288.31
100739,15-01-2023,Q3,North America,Enterprise Cloud Software,7942.67,1099.61,432.2
100740,16-01-2023,Q3,APAC,Edge Hardware Platforms,27299.25,10372.53,3418.16
100741,17-01-2023,Q2,APAC,Edge Hardware Platforms,25149.29,9647.41,2896.51
100742,18-01-2023,Q2,North America,Edge Hardware Platforms,24594.24,10703.85,3012.58
100743,19-01-2023,Q2,APAC,SaaS Subscriptions,3040.06,303.14,56.14
100744,20-01-2023,Q1,North America,Edge Hardware Platforms,18676.88,6969.32,2069.36
100745,21-01-2023,Q1,Europe,SaaS Subscriptions,4063.75,425.31,83.85
100746,22-01-2023,Q4,APAC,SaaS Subscriptions,5399.63,556.92,116.6
100747,23-01-2023,Q4,North America,Edge Hardware Platforms,10216.22,4353.38,1299.74
100748,24-01-2023,Q3,North America,Edge Hardware Platforms,19279.63,7123.76,2535.92
100749,25-01-2023,Q2,North America,Enterprise Cloud Software,10948.47,1720.73,496.23
100750,26-01-2023,Q1,Europe,Edge Hardware Platforms,12065.3,4510.03,1467.52
100751,27-01-2023,Q3,North America,SaaS Subscriptions,6912.44,758.1,131.6
100752,28-01-2023,Q4,APAC,Edge Hardware Platforms,16950.38,6170.41,1852.11
100753,29-01-2023,Q4,Europe,Edge Hardware Platforms,14530.43,5944.66,1657.47
100754,30-01-2023,Q3,Europe,Edge Hardware Platforms,26471.04,11267.55,3162.14
100755,31-01-2023,Q3,North America,Edge Hardware Platforms,26114.29,10086.76,2951.37
100756,01-02-2023,Q2,North America,Edge Hardware Platforms,19642.64,8392.76,2225.7
100757,02-02-2023,Q2,North America,SaaS Subscriptions,6941.74,678.15,137.7
100758,03-02-2023,Q4,North America,Enterprise Cloud Software,11791.99,1619.01,580.26
100759,04-02-2023,Q1,Europe,SaaS Subscriptions,3870.81,367.71,79.8
100760,05-02-2023,Q1,Europe,Edge Hardware Platforms,28562.04,12212.81,3238.24
100761,06-02-2023,Q3,North America,Edge Hardware Platforms,25471.44,9259.46,3174.76
100762,07-02-2023,Q2,Europe,Enterprise Cloud Software,11813.53,1928.03,537.14
100763,08-02-2023,Q4,North America,Edge Hardware Platforms,27985.21,12229,3320.69
100764,09-02-2023,Q4,APAC,Edge Hardware Platforms,20755.66,7933.81,2349.68
100765,10-02-2023,Q3,North America,Edge Hardware Platforms,10583.1,4578.04,1182.67
100766,11-02-2023,Q3,North America,Edge Hardware Platforms,24202.3,8898.18,2798.38
100767,12-02-2023,Q2,North America,Edge Hardware Platforms,26729.97,9730.17,3184.9
100768,13-02-2023,Q1,North America,Edge Hardware Platforms,15713.99,5771.9,1815.84
100769,14-02-2023,Q1,North America,Edge Hardware Platforms,17964.56,7105.2,2325.45
100770,15-02-2023,Q4,Europe,Enterprise Cloud Software,14431.75,2050.96,664.96
100771,16-02-2023,Q4,APAC,Edge Hardware Platforms,18675.41,7095.91,2262.33
100772,17-02-2023,Q2,North America,SaaS Subscriptions,3291.23,354.42,66.61
100773,18-02-2023,Q3,APAC,Edge Hardware Platforms,23933.9,9237.23,2719.21
100774,19-02-2023,Q4,North America,SaaS Subscriptions,6922.56,684.03,128.27
100775,20-02-2023,Q2,North America,Edge Hardware Platforms,19088.06,8063.09,2518.53
100776,21-02-2023,Q1,North America,Edge Hardware Platforms,18619.68,7156.65,2099.45
100777,22-02-2023,Q3,North America,SaaS Subscriptions,4519.09,451.63,97.92
100778,23-02-2023,Q3,APAC,Enterprise Cloud Software,10654.2,1579.67,564.38
100779,24-02-2023,Q1,Europe,Edge Hardware Platforms,16810.9,7134.5,1836.72
100780,25-02-2023,Q4,North America,Edge Hardware Platforms,11536.15,4369.89,1475.75
100781,26-02-2023,Q1,APAC,Edge Hardware Platforms,15290.32,5846.89,1753.27
100782,27-02-2023,Q3,Europe,Enterprise Cloud Software,5393.92,821.05,263.92
100783,28-02-2023,Q2,North America,Edge Hardware Platforms,10226.05,4325.51,1179.62
100784,01-03-2023,Q1,North America,Edge Hardware Platforms,17953.69,7861.99,2173.49
100785,02-03-2023,Q1,North America,Edge Hardware Platforms,15429.84,6670.93,1805.19
100746,03-03-2023,Q4,Europe,Enterprise Cloud Software,9261.21,1481.52,491.37
100787,04-03-2023,Q3,North America,Enterprise Cloud Software,13173.05,2146.05,605.35
100788,05-03-2023,Q2,Europe,Edge Hardware Platforms,27413.77,10052.14,3099.59
100789,06-03-2023,Q2,APAC,Enterprise Cloud Software,9925.35,1471.56,479.83
100790,07-03-2023,Q3,North America,Edge Hardware Platforms,13227.35,5367.13,1684.24
100791,08-03-2023,Q4,APAC,Enterprise Cloud Software,6492.49,928.72,315.6
100792,09-03-2023,Q1,Europe,Edge Hardware Platforms,11133.61,4038.98,1307.15
100793,10-03-2023,Q1,Europe,Enterprise Cloud Software,11415.04,1630.01,614.82
100794,11-03-2023,Q2,APAC,Enterprise Cloud Software,7299.94,1075.57,346.06
100795,12-03-2023,Q4,North America,Edge Hardware Platforms,12111.83,4404.15,1498.88
100796,13-03-2023,Q3,Europe,Enterprise Cloud Software,5349.39,881.01,242.33
100797,14-03-2023,Q1,Europe,Edge Hardware Platforms,12345.6,4611.39,1437.56
100798,15-03-2023,Q1,APAC,Edge Hardware Platforms,22758.04,9986.55,2877.35
100799,16-03-2023,Q2,Europe,Edge Hardware Platforms,22375.44,9246.19,2685.43
100800,17-03-2023,Q2,Europe,Enterprise Cloud Software,9296.23,1332.78,430.34
100801,18-03-2023,Q1,North America,Edge Hardware Platforms,20472.01,7785.23,2442.37
100802,19-03-2023,Q1,Europe,Enterprise Cloud Software,11520.93,1825.23,609.63
100803,20-03-2023,Q1,Europe,Edge Hardware Platforms,11220.14,4297.61,1236.89
100804,21-03-2023,Q1,APAC,Enterprise Cloud Software,6517.75,1053.84,354.82
100805,22-03-2023,Q1,APAC,Enterprise Cloud Software,5013.46,733.68,232.79
100806,23-03-2023,Q1,North America,Edge Hardware Platforms,28861.24,11137.71,3574.97
100807,24-03-2023,Q1,Europe,Enterprise Cloud Software,11504.25,1626.36,531.73
100808,25-03-2023,Q1,North America,Edge Hardware Platforms,16826.37,6701.64,2192.35
100809,26-03-2023,Q1,North America,Edge Hardware Platforms,10273.65,3765.58,1173.31
100810,27-03-2023,Q1,North America,Edge Hardware Platforms,18527.97,7482.55,2078.68
100811,28-03-2023,Q1,North America,Edge Hardware Platforms,29306.05,10668.38,3791.3
100812,29-03-2023,Q1,Europe,Edge Hardware Platforms,20005.57,7313.07,2203.75
100813,30-03-2023,Q1,Europe,Edge Hardware Platforms,28345.36,11126.33,3158.77
100814,31-03-2023,Q1,APAC,Edge Hardware Platforms,25695.39,11294.49,3148.5
100815,01-04-2023,Q2,North America,SaaS Subscriptions,5686.91,577.93,108.13
100816,02-04-2023,Q2,APAC,Enterprise Cloud Software,14242.87,2062.01,659.13
100817,03-04-2023,Q2,Europe,Enterprise Cloud Software,11846.26,1920.06,632.27
100818,04-04-2023,Q2,North America,Enterprise Cloud Software,13134.34,2137.32,651.55
100819,05-04-2023,Q2,Europe,Edge Hardware Platforms,27885.3,11477.37,3204.52
100820,06-04-2023,Q2,North America,SaaS Subscriptions,2081.8,200.8,42.09
100821,07-04-2023,Q2,North America,Enterprise Cloud Software,13152.76,2128.54,700.2
100822,08-04-2023,Q2,Europe,Enterprise Cloud Software,10488.73,1535.54,535.67
100823,09-04-2023,Q2,North America,Enterprise Cloud Software,5949.65,859.41,273.48
100824,10-04-2023,Q2,North America,SaaS Subscriptions,4664.62,469.44,100.26
100825,11-04-2023,Q2,APAC,Edge Hardware Platforms,26249.48,10136.38,3027.56
100826,12-04-2023,Q2,Europe,Edge Hardware Platforms,23643.83,9108.06,2629.12
100827,13-04-2023,Q2,Europe,Enterprise Cloud Software,10784.93,1680.32,560.88
100828,14-04-2023,Q2,APAC,SaaS Subscriptions,4999.75,523,102.38
100829,15-04-2023,Q2,North America,Enterprise Cloud Software,7845.41,1163.4,401.46
100830,16-04-2023,Q2,APAC,Enterprise Cloud Software,6255.5,1025.3,288.26
100831,17-04-2023,Q2,North America,Enterprise Cloud Software,12715.12,1965.21,678.02
100832,18-04-2023,Q2,APAC,Edge Hardware Platforms,11333.88,4123.8,1304.48
100833,19-04-2023,Q2,APAC,Edge Hardware Platforms,15435.73,6049.78,1888.81
100834,20-04-2023,Q2,Europe,Enterprise Cloud Software,14770.32,2235.39,684.71
100835,21-04-2023,Q2,APAC,Enterprise Cloud Software,14077.35,2321.31,732.08
100836,22-04-2023,Q2,APAC,Edge Hardware Platforms,28831.54,11601.15,3620.59
100837,23-04-2023,Q2,APAC,SaaS Subscriptions,6999.23,672.35,153.05
100838,24-04-2023,Q2,Europe,SaaS Subscriptions,6056.63,582.31,117.98
100839,25-04-2023,Q2,Europe,Edge Hardware Platforms,16359.65,6648.21,1902.55
100840,26-04-2023,Q2,APAC,Edge Hardware Platforms,11534.46,4305.63,1262.64
100841,27-04-2023,Q2,Europe,Enterprise Cloud Software,6141.4,1002.47,329.96
100842,28-04-2023,Q2,Europe,SaaS Subscriptions,2001.12,204.67,40.95
100843,29-04-2023,Q2,Europe,Edge Hardware Platforms,19107.66,7513.07,2398.62
100844,30-04-2023,Q2,North America,Enterprise Cloud Software,6805.18,972.28,341.98
100845,01-05-2023,Q2,Europe,Edge Hardware Platforms,12536.48,4906.02,1402.88
100846,02-05-2023,Q2,Europe,Enterprise Cloud Software,5585.65,846.62,284.6
100847,03-05-2023,Q2,APAC,Edge Hardware Platforms,16909.62,7173.75,2045.5
100848,04-05-2023,Q2,North America,Edge Hardware Platforms,28160.37,11030.56,3241.59
100849,05-05-2023,Q2,North America,Enterprise Cloud Software,9327.71,1425.93,427.27
100850,06-05-2023,Q2,APAC,Edge Hardware Platforms,21732.48,9264.01,2388.93
100851,07-05-2023,Q2,APAC,SaaS Subscriptions,4158.76,399.82,78.1
100852,08-05-2023,Q2,Europe,Edge Hardware Platforms,29754.99,11487.06,3495
100853,09-05-2023,Q2,Europe,SaaS Subscriptions,4817.11,474.26,105.89
100854,10-05-2023,Q2,North America,SaaS Subscriptions,2894.84,306.04,59.26
100855,11-05-2023,Q2,North America,SaaS Subscriptions,2077.44,196.39,42.1
